ID,ROUTE,DIRECTION,DAYPART,SCH_STOPPOINT_SEQNO
520125,1R,NORTHBOUND,AM PEAK,
520129,1R,NORTHBOUND,MIDDAY,
520131,1R,NORTHBOUND,MIDDAY,35
520132,1R,NORTHBOUND,MIDDAY,
520134,1R,SOUTHBOUND,MIDDAY,
520135,1R,SOUTHBOUND,MIDDAY,
520136,1R,SOUTHBOUND,MIDDAY,2
520137,1R,SOUTHBOUND,MIDDAY,2
520139,1R,SOUTHBOUND,MIDDAY,
520141,1R,SOUTHBOUND,MIDDAY,
520142,1R,SOUTHBOUND,MIDDAY,9
520143,1R,SOUTHBOUND,MIDDAY,
520144,1R,SOUTHBOUND,MIDDAY,
520145,1R,SOUTHBOUND,MIDDAY,
520146,1R,SOUTHBOUND,MIDDAY,18
520147,1R,SOUTHBOUND,MIDDAY,10
520148,1R,SOUTHBOUND,MIDDAY,
520149,1R,SOUTHBOUND,MIDDAY,5
520150,1R,SOUTHBOUND,MIDDAY,9
520151,1R,NORTHBOUND,MIDDAY,
520152,1R,NORTHBOUND,MIDDAY,
520153,1R,NORTHBOUND,MIDDAY,4
520155,1R,NORTHBOUND,MIDDAY,
520156,1R,NORTHBOUND,MIDDAY,
520157,1R,NORTHBOUND,MIDDAY,
520158,1R,NORTHBOUND,MIDDAY,11
520159,1R,NORTHBOUND,MIDDAY,
520161,1R,NORTHBOUND,MIDDAY,
520162,1R,NORTHBOUND,MIDDAY,
520163,1R,NORTHBOUND,MIDDAY,
520164,1R,NORTHBOUND,MIDDAY,
520165,1R,NORTHBOUND,MIDDAY,
520168,1R,NORTHBOUND,MIDDAY,
520169,1R,NORTHBOUND,MIDDAY,
520170,1R,NORTHBOUND,MIDDAY,31
520171,1R,NORTHBOUND,MIDDAY,25
520172,1R,NORTHBOUND,MIDDAY,2
520173,1R,NORTHBOUND,MIDDAY,
520174,1R,NORTHBOUND,MIDDAY,
520176,1R,SOUTHBOUND,MIDDAY,2
520177,1R,SOUTHBOUND,MIDDAY,
520179,1R,SOUTHBOUND,MIDDAY,
520180,1R,SOUTHBOUND,MIDDAY,
520181,1R,SOUTHBOUND,MIDDAY,
520183,1R,SOUTHBOUND,MIDDAY,7
520184,1R,SOUTHBOUND,MIDDAY,
520185,1R,SOUTHBOUND,MIDDAY,
520186,1R,SOUTHBOUND,MIDDAY,10
520187,1R,SOUTHBOUND,MIDDAY,
520188,1R,SOUTHBOUND,MIDDAY,13
520190,1R,SOUTHBOUND,MIDDAY,13
520191,1R,SOUTHBOUND,MIDDAY,
520192,1R,SOUTHBOUND,MIDDAY,12
520193,1R,SOUTHBOUND,MIDDAY,
520194,1R,SOUTHBOUND,MIDDAY,3
520195,1R,SOUTHBOUND,MIDDAY,
520196,1R,SOUTHBOUND,MIDDAY,
520197,1R,SOUTHBOUND,MIDDAY,
520198,1R,SOUTHBOUND,MIDDAY,
520199,1R,SOUTHBOUND,MIDDAY,
520200,1R,SOUTHBOUND,MIDDAY,
520202,1R,NORTHBOUND,AM PEAK,27
520203,1R,NORTHBOUND,AM PEAK,31
520204,1R,NORTHBOUND,AM PEAK,32
520205,1R,NORTHBOUND,AM PEAK,33
520207,1R,SOUTHBOUND,AM PEAK,2
520209,1R,SOUTHBOUND,AM PEAK,4
520210,1R,SOUTHBOUND,AM PEAK,4
520211,1R,SOUTHBOUND,AM PEAK,4
520212,1R,SOUTHBOUND,AM PEAK,5
520213,1R,SOUTHBOUND,AM PEAK,6
520214,1R,SOUTHBOUND,AM PEAK,6
520215,1R,SOUTHBOUND,AM PEAK,6
520216,1R,SOUTHBOUND,AM PEAK,7
520217,1R,SOUTHBOUND,AM PEAK,8
520218,1R,SOUTHBOUND,AM PEAK,8
520220,1R,SOUTHBOUND,AM PEAK,3
520221,1R,SOUTHBOUND,AM PEAK,5
520222,1R,SOUTHBOUND,AM PEAK,9
520223,1R,SOUTHBOUND,AM PEAK,8
520224,1R,SOUTHBOUND,AM PEAK,10
520225,1R,SOUTHBOUND,AM PEAK,11
520226,1R,NORTHBOUND,MIDDAY,
520227,1R,NORTHBOUND,MIDDAY,
520228,1R,NORTHBOUND,MIDDAY,1
520229,1R,NORTHBOUND,MIDDAY,1
520230,1R,NORTHBOUND,MIDDAY,4
520231,1R,NORTHBOUND,MIDDAY,
520232,1R,NORTHBOUND,MIDDAY,14
520233,1R,NORTHBOUND,MIDDAY,12
520234,1R,NORTHBOUND,MIDDAY,11
520235,1R,NORTHBOUND,MIDDAY,
520236,1R,NORTHBOUND,MIDDAY,
520237,1R,NORTHBOUND,MIDDAY,
520238,1R,NORTHBOUND,MIDDAY,17
520239,1R,NORTHBOUND,MIDDAY,
520240,1R,NORTHBOUND,MIDDAY,
520241,1R,SOUTHBOUND,MIDDAY,2
520242,1R,SOUTHBOUND,MIDDAY,25
520243,1R,SOUTHBOUND,MIDDAY,
520245,1R,SOUTHBOUND,MIDDAY,10
520246,1R,SOUTHBOUND,MIDDAY,1
520247,1R,SOUTHBOUND,MIDDAY,
520248,1R,SOUTHBOUND,MIDDAY,5
520249,1R,SOUTHBOUND,MIDDAY,2
520250,1R,SOUTHBOUND,MIDDAY,
520276,1R,SOUTHBOUND,MIDDAY,11
520277,1R,SOUTHBOUND,MIDDAY,12
520278,1R,SOUTHBOUND,MIDDAY,2
520279,1R,SOUTHBOUND,MIDDAY,2
520280,1R,SOUTHBOUND,MIDDAY,
520281,1R,SOUTHBOUND,MIDDAY,2
520282,1R,SOUTHBOUND,MIDDAY,3
520283,1R,SOUTHBOUND,MIDDAY,7
520284,1R,SOUTHBOUND,MIDDAY,4
520286,1R,SOUTHBOUND,MIDDAY,9
520287,1R,SOUTHBOUND,MIDDAY,11
520288,1R,SOUTHBOUND,MIDDAY,11
520289,1R,SOUTHBOUND,MIDDAY,13
520290,1R,SOUTHBOUND,MIDDAY,22
520291,1R,NORTHBOUND,MIDDAY,12
520292,1R,NORTHBOUND,MIDDAY,10
520293,1R,NORTHBOUND,MIDDAY,12
520294,1R,NORTHBOUND,MIDDAY,1
520295,1R,NORTHBOUND,MIDDAY,1
520296,1R,NORTHBOUND,MIDDAY,12
520298,1R,NORTHBOUND,MIDDAY,1
520299,1R,NORTHBOUND,MIDDAY,15
520300,1R,NORTHBOUND,MIDDAY,8
520301,1R,SOUTHBOUND,MIDDAY,
520302,1R,SOUTHBOUND,MIDDAY,
520303,1R,SOUTHBOUND,MIDDAY,
520304,1R,SOUTHBOUND,MIDDAY,
520305,1R,SOUTHBOUND,MIDDAY,
520326,1R,SOUTHBOUND,MIDDAY,13
520327,1R,SOUTHBOUND,MIDDAY,12
520328,1R,SOUTHBOUND,MIDDAY,
520329,1R,SOUTHBOUND,MIDDAY,
520330,1R,SOUTHBOUND,MIDDAY,10
520331,1R,SOUTHBOUND,MIDDAY,
520332,1R,SOUTHBOUND,MIDDAY,
520333,1R,SOUTHBOUND,MIDDAY,6
520334,1R,SOUTHBOUND,MIDDAY,
520335,1R,SOUTHBOUND,MIDDAY,
520336,1R,SOUTHBOUND,MIDDAY,10
520376,1R,NORTHBOUND,MIDDAY,8
520377,1R,NORTHBOUND,MIDDAY,25
520378,1R,NORTHBOUND,MIDDAY,7
520379,1R,NORTHBOUND,MIDDAY,17
520380,1R,NORTHBOUND,MIDDAY,14
520381,1R,NORTHBOUND,MIDDAY,19
520383,1R,NORTHBOUND,MIDDAY,18
520384,1R,NORTHBOUND,MIDDAY,21
520385,1R,NORTHBOUND,MIDDAY,23
520386,1R,NORTHBOUND,MIDDAY,24
520387,1R,NORTHBOUND,MIDDAY,25
520388,1R,NORTHBOUND,MIDDAY,27
520389,1R,NORTHBOUND,MIDDAY,29
520390,1R,NORTHBOUND,MIDDAY,27
520391,1R,NORTHBOUND,MIDDAY,30
520392,1R,NORTHBOUND,MIDDAY,29
520393,1R,NORTHBOUND,MIDDAY,36
520394,1R,NORTHBOUND,MIDDAY,36
520395,1R,NORTHBOUND,MIDDAY,36
520398,1R,SOUTHBOUND,MIDDAY,7
520399,1R,SOUTHBOUND,MIDDAY,7
520400,1R,SOUTHBOUND,MIDDAY,9
520503,1R,NORTHBOUND,MIDDAY,16
520504,1R,NORTHBOUND,MIDDAY,16
520505,1R,NORTHBOUND,MIDDAY,18
520507,1R,NORTHBOUND,MIDDAY,13
520508,1R,NORTHBOUND,MIDDAY,21
520509,1R,NORTHBOUND,MIDDAY,21
520510,1R,NORTHBOUND,MIDDAY,21
520511,1R,NORTHBOUND,MIDDAY,26
520514,1R,NORTHBOUND,MIDDAY,36
520515,1R,NORTHBOUND,MIDDAY,33
520516,1R,NORTHBOUND,MIDDAY,33
520518,1R,NORTHBOUND,MIDDAY,33
520519,1R,NORTHBOUND,MIDDAY,30
520520,1R,NORTHBOUND,MIDDAY,
520521,1R,NORTHBOUND,MIDDAY,36
520522,1R,SOUTHBOUND,PM PEAK,2
520523,1R,SOUTHBOUND,PM PEAK,2
520525,1R,SOUTHBOUND,PM PEAK,4
520526,1R,SOUTHBOUND,PM PEAK,4
520527,1R,SOUTHBOUND,PM PEAK,4
520528,1R,SOUTHBOUND,PM PEAK,4
520545,1R,NORTHBOUND,MIDDAY,1
520551,1R,SOUTHBOUND,MIDDAY,
520552,1R,SOUTHBOUND,MIDDAY,
520553,1R,SOUTHBOUND,MIDDAY,14
520554,1R,SOUTHBOUND,MIDDAY,
520555,1R,SOUTHBOUND,MIDDAY,
520556,1R,SOUTHBOUND,MIDDAY,15
520558,1R,SOUTHBOUND,MIDDAY,
520560,1R,NORTHBOUND,PM PEAK,
520561,1R,NORTHBOUND,PM PEAK,
520562,1R,NORTHBOUND,PM PEAK,3
520563,1R,NORTHBOUND,PM PEAK,
520564,1R,NORTHBOUND,PM PEAK,
520565,1R,NORTHBOUND,PM PEAK,
520566,1R,NORTHBOUND,PM PEAK,
520568,1R,NORTHBOUND,PM PEAK,
520570,1R,NORTHBOUND,PM PEAK,16
520571,1R,NORTHBOUND,PM PEAK,16
520572,1R,NORTHBOUND,PM PEAK,
520574,1R,NORTHBOUND,PM PEAK,
520575,1R,NORTHBOUND,PM PEAK,26
520576,1R,NORTHBOUND,MIDDAY,
520577,1R,NORTHBOUND,MIDDAY,16
520578,1R,NORTHBOUND,MIDDAY,16
520579,1R,NORTHBOUND,MIDDAY,
520580,1R,NORTHBOUND,MIDDAY,
520581,1R,SOUTHBOUND,MIDDAY,2
520582,1R,NORTHBOUND,MIDDAY,
520583,1R,NORTHBOUND,MIDDAY,
520584,1R,NORTHBOUND,MIDDAY,16
520585,1R,NORTHBOUND,MIDDAY,
520586,1R,NORTHBOUND,MIDDAY,
520587,1R,NORTHBOUND,MIDDAY,25
520588,1R,NORTHBOUND,MIDDAY,
520589,1R,NORTHBOUND,MIDDAY,
520590,1R,NORTHBOUND,MIDDAY,
520591,1R,NORTHBOUND,MIDDAY,33
520592,1R,NORTHBOUND,MIDDAY,
520593,1R,NORTHBOUND,MIDDAY,
520594,1R,NORTHBOUND,MIDDAY,
520595,1R,SOUTHBOUND,MIDDAY,1
520596,1R,SOUTHBOUND,MIDDAY,
520597,1R,SOUTHBOUND,MIDDAY,
520598,1R,SOUTHBOUND,MIDDAY,
520599,1R,SOUTHBOUND,MIDDAY,8
520600,1R,SOUTHBOUND,MIDDAY,4
520601,1R,SOUTHBOUND,MIDDAY,
520602,1R,SOUTHBOUND,MIDDAY,3
520604,1R,SOUTHBOUND,MIDDAY,
520605,1R,SOUTHBOUND,MIDDAY,10
520607,1R,SOUTHBOUND,MIDDAY,
520609,1R,SOUTHBOUND,MIDDAY,
520611,1R,SOUTHBOUND,MIDDAY,
520613,1R,SOUTHBOUND,MIDDAY,
520614,1R,SOUTHBOUND,MIDDAY,
520615,1R,SOUTHBOUND,MIDDAY,
520616,1R,NORTHBOUND,PM PEAK,
520617,1R,NORTHBOUND,PM PEAK,
520618,1R,NORTHBOUND,PM PEAK,
520619,1R,NORTHBOUND,PM PEAK,9
520620,1R,NORTHBOUND,PM PEAK,
520621,1R,NORTHBOUND,PM PEAK,
520623,1R,NORTHBOUND,PM PEAK,
520624,1R,NORTHBOUND,PM PEAK,4
520625,1R,NORTHBOUND,PM PEAK,
520626,1R,NORTHBOUND,PM PEAK,4
520627,1R,NORTHBOUND,PM PEAK,5
520628,1R,NORTHBOUND,PM PEAK,7
520629,1R,NORTHBOUND,PM PEAK,
520630,1R,NORTHBOUND,PM PEAK,
520631,1R,NORTHBOUND,PM PEAK,10
520632,1R,NORTHBOUND,PM PEAK,16
520633,1R,NORTHBOUND,PM PEAK,
520634,1R,NORTHBOUND,PM PEAK,6
520635,1R,NORTHBOUND,PM PEAK,
520637,1R,NORTHBOUND,PM PEAK,
520638,1R,NORTHBOUND,PM PEAK,
520639,1R,NORTHBOUND,PM PEAK,
520640,1R,NORTHBOUND,PM PEAK,
520641,1R,NORTHBOUND,PM PEAK,
520642,1R,NORTHBOUND,PM PEAK,
520643,1R,NORTHBOUND,PM PEAK,
520644,1R,SOUTHBOUND,PM PEAK,1
520645,1R,SOUTHBOUND,PM PEAK,
520646,1R,SOUTHBOUND,PM PEAK,
520647,1R,SOUTHBOUND,PM PEAK,
520648,1R,SOUTHBOUND,PM PEAK,
520649,1R,SOUTHBOUND,PM PEAK,
520650,1R,SOUTHBOUND,PM PEAK,13
520651,1R,SOUTHBOUND,PM PEAK,
520652,1R,SOUTHBOUND,PM PEAK,
520653,1R,SOUTHBOUND,PM PEAK,5
520654,1R,SOUTHBOUND,PM PEAK,
520655,1R,SOUTHBOUND,PM PEAK,12
520656,1R,SOUTHBOUND,PM PEAK,12
520657,1R,SOUTHBOUND,PM PEAK,
520658,1R,SOUTHBOUND,PM PEAK,
521091,1R,SOUTHBOUND,AM PEAK,13
521779,1R,NORTHBOUND,AM PEAK,30
522423,1R,SOUTHBOUND,MIDDAY,13
524263,1R,SOUTHBOUND,MIDDAY,2
525311,1R,NORTHBOUND,AM PEAK,9
526185,1R,NORTHBOUND,AM PEAK,
526186,1R,NORTHBOUND,AM PEAK,
526187,1R,NORTHBOUND,AM PEAK,8
526188,1R,NORTHBOUND,AM PEAK,8
526189,1R,SOUTHBOUND,AM PEAK,
526192,1R,SOUTHBOUND,AM PEAK,
526193,1R,SOUTHBOUND,AM PEAK,6
526194,1R,SOUTHBOUND,AM PEAK,
526195,1R,SOUTHBOUND,AM PEAK,8
526196,1R,SOUTHBOUND,AM PEAK,8
526197,1R,SOUTHBOUND,AM PEAK,13
526198,1R,SOUTHBOUND,AM PEAK,
526199,1R,SOUTHBOUND,AM PEAK,
526200,1R,SOUTHBOUND,AM PEAK,
529991,1R,SOUTHBOUND,AM PEAK,
529992,1R,SOUTHBOUND,AM PEAK,
530554,1R,SOUTHBOUND,MIDDAY,18
531066,1R,NORTHBOUND,PM PEAK,2
531067,1R,NORTHBOUND,PM PEAK,
531068,1R,NORTHBOUND,PM PEAK,
531069,1R,NORTHBOUND,PM PEAK,
531070,1R,NORTHBOUND,PM PEAK,
531071,1R,NORTHBOUND,PM PEAK,16
531072,1R,NORTHBOUND,PM PEAK,
531073,1R,NORTHBOUND,PM PEAK,
531074,1R,NORTHBOUND,PM PEAK,
531075,1R,SOUTHBOUND,PM PEAK,2
531213,1R,NORTHBOUND,PM PEAK,1
531215,1R,NORTHBOUND,PM PEAK,
531216,1R,NORTHBOUND,PM PEAK,22
531217,1R,SOUTHBOUND,PM PEAK,
531218,1R,SOUTHBOUND,PM PEAK,
531219,1R,SOUTHBOUND,PM PEAK,
531220,1R,SOUTHBOUND,PM PEAK,4
531221,1R,SOUTHBOUND,PM PEAK,
531223,1R,SOUTHBOUND,PM PEAK,9
531224,1R,SOUTHBOUND,PM PEAK,
531225,1R,SOUTHBOUND,PM PEAK,
531501,1R,SOUTHBOUND,PM PEAK,
531502,1R,SOUTHBOUND,PM PEAK,9
531503,1R,SOUTHBOUND,PM PEAK,
531504,1R,SOUTHBOUND,PM PEAK,13
531505,1R,SOUTHBOUND,PM PEAK,2
531507,1R,SOUTHBOUND,PM PEAK,7
531508,1R,SOUTHBOUND,PM PEAK,
531510,1R,SOUTHBOUND,PM PEAK,
531511,1R,SOUTHBOUND,PM PEAK,
531960,1R,NORTHBOUND,PM PEAK,
531961,1R,NORTHBOUND,PM PEAK,
531962,1R,NORTHBOUND,PM PEAK,2
531963,1R,NORTHBOUND,PM PEAK,
531964,1R,NORTHBOUND,PM PEAK,
531965,1R,NORTHBOUND,PM PEAK,18
531966,1R,NORTHBOUND,PM PEAK,
531967,1R,NORTHBOUND,PM PEAK,21
531968,1R,NORTHBOUND,PM PEAK,
531969,1R,NORTHBOUND,PM PEAK,
531970,1R,NORTHBOUND,PM PEAK,
531971,1R,NORTHBOUND,PM PEAK,
531972,1R,NORTHBOUND,PM PEAK,
531973,1R,NORTHBOUND,PM PEAK,
531974,1R,NORTHBOUND,PM PEAK,5
531975,1R,NORTHBOUND,PM PEAK,
532426,1R,NORTHBOUND,PM PEAK,
532427,1R,NORTHBOUND,PM PEAK,
532428,1R,NORTHBOUND,PM PEAK,
532429,1R,NORTHBOUND,PM PEAK,
532430,1R,NORTHBOUND,PM PEAK,
532431,1R,NORTHBOUND,PM PEAK,
532432,1R,NORTHBOUND,PM PEAK,
532433,1R,NORTHBOUND,PM PEAK,
532434,1R,NORTHBOUND,PM PEAK,
532435,1R,NORTHBOUND,PM PEAK,
532436,1R,NORTHBOUND,PM PEAK,
532437,1R,NORTHBOUND,PM PEAK,36
532438,1R,NORTHBOUND,PM PEAK,27
532439,1R,NORTHBOUND,PM PEAK,16
532440,1R,NORTHBOUND,PM PEAK,
532441,1R,NORTHBOUND,PM PEAK,26
532442,1R,NORTHBOUND,PM PEAK,27
532443,1R,NORTHBOUND,PM PEAK,
532444,1R,NORTHBOUND,PM PEAK,
532445,1R,NORTHBOUND,PM PEAK,
532446,1R,NORTHBOUND,PM PEAK,
532447,1R,SOUTHBOUND,PM PEAK,
532449,1R,SOUTHBOUND,PM PEAK,
532450,1R,SOUTHBOUND,PM PEAK,
533182,1R,NORTHBOUND,MIDDAY,9
533376,1R,SOUTHBOUND,PM PEAK,
533377,1R,SOUTHBOUND,PM PEAK,2
533378,1R,SOUTHBOUND,PM PEAK,2
533379,1R,SOUTHBOUND,PM PEAK,
533380,1R,SOUTHBOUND,PM PEAK,2
533381,1R,SOUTHBOUND,PM PEAK,
533382,1R,SOUTHBOUND,PM PEAK,
533383,1R,SOUTHBOUND,PM PEAK,12
533384,1R,SOUTHBOUND,PM PEAK,12
533385,1R,SOUTHBOUND,PM PEAK,
533386,1R,SOUTHBOUND,PM PEAK,10
533387,1R,SOUTHBOUND,PM PEAK,
533388,1R,SOUTHBOUND,PM PEAK,
533389,1R,SOUTHBOUND,PM PEAK,
533390,1R,SOUTHBOUND,PM PEAK,
533391,1R,SOUTHBOUND,PM PEAK,
533392,1R,SOUTHBOUND,PM PEAK,
533393,1R,SOUTHBOUND,PM PEAK,
533394,1R,SOUTHBOUND,PM PEAK,
589031,1R,SOUTHBOUND,PM PEAK,
589032,1R,SOUTHBOUND,PM PEAK,
589033,1R,SOUTHBOUND,PM PEAK,
589034,1R,SOUTHBOUND,PM PEAK,
589035,1R,SOUTHBOUND,PM PEAK,
589036,1R,SOUTHBOUND,PM PEAK,
589037,1R,SOUTHBOUND,PM PEAK,
589038,1R,SOUTHBOUND,PM PEAK,3
589039,1R,SOUTHBOUND,PM PEAK,
589040,1R,SOUTHBOUND,PM PEAK,4
589041,1R,SOUTHBOUND,PM PEAK,4
589042,1R,SOUTHBOUND,PM PEAK,4
589043,1R,SOUTHBOUND,PM PEAK,
589044,1R,SOUTHBOUND,PM PEAK,
589046,1R,SOUTHBOUND,PM PEAK,
589047,1R,SOUTHBOUND,PM PEAK,
589048,1R,SOUTHBOUND,PM PEAK,
589049,1R,SOUTHBOUND,PM PEAK,
589050,1R,SOUTHBOUND,PM PEAK,
589164,1R,SOUTHBOUND,AM PEAK,10
589220,1R,SOUTHBOUND,PM PEAK,10
589530,1R,NORTHBOUND,AM PEAK,1
589531,1R,NORTHBOUND,AM PEAK,
589590,1R,SOUTHBOUND,MIDDAY,
589835,1R,NORTHBOUND,AM PEAK,1
589836,1R,NORTHBOUND,AM PEAK,
589837,1R,SOUTHBOUND,AM PEAK,11
589838,1R,NORTHBOUND,AM PEAK,1
589839,1R,NORTHBOUND,AM PEAK,2
589840,1R,NORTHBOUND,AM PEAK,3
589841,1R,NORTHBOUND,AM PEAK,22
589842,1R,NORTHBOUND,AM PEAK,6
589850,1R,SOUTHBOUND,MIDDAY,
